cluster	status	loglr	df	p	p.adjust	genes
chr17:clu_13990_NA	Success	0.728957367725883	1	0.227262199765093	0.649744814118972	CEP112
chr17:clu_13991_NA	Success	7.34699287723197	12	0.258599565124281	0.67755357907621	CEP112
chr17:clu_13992_NA	Success	3.72794118053264	3	0.0587029244355732	0.446982700055023	CEP112
chr17:clu_13993_NA	Success	1.25691302552327	1	0.1128516456657	0.534100010306814	CEP112
chr17:clu_13994_NA	Success	0.190901498577318	1	0.536639878914966	0.817143026621646	CEP112
chr17:clu_13995_NA	Success	0.18407581968475	1	0.544013510852039	0.820938630813531	CEP112
chr17:clu_13996_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CEP112
chr17:clu_13997_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_13998_NA	Success	0.0969167359757535	1	0.659745021116524	0.872778871228272	PRKCA
chr17:clu_13999_NA	Success	0.272724224711482	1	0.46018344234081	0.786620114529876	PRKCA
chr17:clu_14000_NA	Success	0.00950709352289891	1	0.890325820708786	0.957442067541796	HELZ
chr17:clu_14001_NA	Success	0.261859710449414	2	0.769618985636051	0.914156017858618	HELZ
chr17:clu_14002_NA	Success	0.855364469303595	1	0.190890821754929	0.617990030801843	HELZ
chr17:clu_14003_NA	Not enough valid samples	NA	NA	NA	NA	HELZ
chr17:clu_14004_NA	Success	1.69713576571758	6	0.757979109385939	0.909621333858927	HELZ
chr17:clu_14005_NA	Success	0.0393037635293751	1	0.779193390791763	0.917161396617212	HELZ
chr17:clu_14006_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PSMD12
chr17:clu_14007_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PSMD12
chr17:clu_14008_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PSMD12
chr17:clu_14009_NA	Not enough valid samples	NA	NA	NA	NA	PITPNC1
chr17:clu_14010_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NOL11
chr17:clu_14011_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BPTF
chr17:clu_14012_NA	Success	1.24549239499174	3	0.476922537087944	0.793562544894682	BPTF
chr17:clu_14013_NA	Success	1.43725755134528	4	0.579039780340899	0.836809649578227	BPTF
chr17:clu_14014_NA	Success	4.42860876185296	4	0.0647691496898148	0.462973138685743	BPTF
chr17:clu_14015_NA	Success	0.531113214307084	2	0.587950090782796	0.840936525768806	BPTF
chr17:clu_14016_NA	Success	0.462607979105996	4	0.92091563371291	0.96881151105266	BPTF
chr17:clu_14017_NA	Success	0.372703127519344	2	0.688869708950134	0.884134474067714	BPTF
chr17:clu_14018_NA	Success	10.4805275732392	4	0.000322349167906444	0.0279441513959905	BPTF
chr17:clu_14019_NA	Success	2.08402046443575	1	0.0411934045887251	0.403346766360193	BPTF
chr17:clu_14020_NA	Success	0.358316631049206	1	0.397250485620871	0.754036157168508	BPTF
chr17:clu_14021_NA	Success	0.456480915764132	1	0.33932977711456	0.724327198514871	BPTF
chr17:clu_14022_NA	Success	1.97553433427794	1	0.0468416115975438	0.423323539572	BPTF
chr17:clu_14023_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KPNA2
chr17:clu_14024_NA	Success	1.70520582953407	4	0.491630516234959	0.798580091303664	LINC00674
chr17:clu_14025_NA	Success	2.08515850504855	2	0.124287418421116	0.549453149688996	LINC00674
chr17:clu_14026_NA	Success	0.530397680187633	1	0.303033851798384	0.700880303916561	LINC00674
chr17:clu_14027_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_14028_NA	Success	0.949163806162204	2	0.387064549161387	0.74707863928614	AMZ2
chr17:clu_14029_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AMZ2
chr17:clu_14030_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AMZ2
chr17:clu_14031_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARSG
chr17:clu_14032_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARSG
chr17:clu_14033_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARSG
chr17:clu_14034_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	WIPI1
chr17:clu_14035_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	WIPI1
chr17:clu_14036_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PRKAR1A
chr17:clu_14037_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRKAR1A
chr17:clu_14038_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABCA8
chr17:clu_14039_NA	Success	2.75652148061124	4	0.238585369441504	0.659356645782241	ABCA9
chr17:clu_14040_NA	Not enough valid samples	NA	NA	NA	NA	ABCA9
chr17:clu_14041_NA	Not enough valid samples	NA	NA	NA	NA	ABCA9
chr17:clu_14042_NA	Success	2.36423935916167	4	0.316308439701284	0.709510298751565	ABCA9
chr17:clu_14043_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_14044_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABCA6
chr17:clu_14045_NA	Not enough valid samples	NA	NA	NA	NA	ABCA6
chr17:clu_14046_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABCA6
chr17:clu_14047_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ABCA6
chr17:clu_14048_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABCA6
chr17:clu_14049_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABCA6
chr17:clu_14050_NA	Not enough valid samples	NA	NA	NA	NA	ABCA6
chr17:clu_14051_NA	Not enough valid samples	NA	NA	NA	NA	ABCA10,ABCA6
chr17:clu_14052_NA	Not enough valid samples	NA	NA	NA	NA	ABCA10
chr17:clu_14053_NA	Success	0.272072287183164	2	0.761799190781784	0.910628094102536	ABCA10
chr17:clu_14054_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABCA10
chr17:clu_14055_NA	Not enough valid samples	NA	NA	NA	NA	ABCA10
chr17:clu_14056_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABCA10
chr17:clu_14057_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABCA10
chr17:clu_14058_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABCA10
chr17:clu_14059_NA	Not enough valid samples	NA	NA	NA	NA	ABCA10
chr17:clu_14060_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABCA10
chr17:clu_14061_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ABCA5
chr17:clu_14062_NA	Success	0.576029004579084	1	0.283118750316779	0.694213377675926	ABCA5
chr17:clu_14063_NA	Success	1.17258498653416	2	0.309565682968796	0.703875656819508	ABCA5
chr17:clu_14064_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ABCA5
chr17:clu_14065_NA	Not enough valid samples	NA	NA	NA	NA	ABCA5
chr17:clu_14066_NA	Success	0.395675832133378	1	0.373691724627417	0.740814974169053	ABCA5
chr17:clu_14067_NA	Success	0.208974165969153	1	0.517962566053923	0.81009872851278	ABCA5
chr17:clu_14068_NA	Success	0.978300704514936	2	0.375949405489368	0.741585401336009	ABCA5
chr17:clu_14069_NA	Success	2.3170159451376	2	0.0985672773535425	0.518316257555409	ABCA5
chr17:clu_14070_NA	Success	0.173185433026674	1	0.55617471929059	0.825371511162165	ABCA5
chr17:clu_14071_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ABCA5
chr17:clu_14072_NA	Success	1.85215223198657	2	0.15689911936303	0.58729002733999	ABCA5
chr17:clu_14073_NA	Success	0.0814571569841291	2	0.921772200508948	0.969119651493101	ABCA5
chr17:clu_14074_NA	Success	0.278675043674781	1	0.455329907343344	0.784138785260053	ABCA5
chr17:clu_14075_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABCA5
chr17:clu_14076_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAP2K6
chr17:clu_14077_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_14078_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_14079_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SOX9-AS1
chr17:clu_14080_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC39A11
chr17:clu_14081_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SSTR2
chr17:clu_14082_NA	Success	3.27254266623083	3	0.0879013074523397	0.499962099658328	COG1
chr17:clu_14083_NA	Success	0.675536368773834	1	0.245090666920601	0.666164946374654	COG1
chr17:clu_14084_NA	Success	0.0168267532208191	1	0.854445794065201	0.943504123742362	COG1
chr17:clu_14085_NA	Success	3.00361903860812	3	0.111258607432362	0.531448374979427	COG1
chr17:clu_14086_NA	Success	6.8931157362465	2	0.00101474722567604	0.0626834274255931	COG1
chr17:clu_14087_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C17orf80
chr17:clu_14088_NA	Success	0.00188106027499657	1	0.951091519282854	0.980851755765462	RPL38
chr17:clu_14089_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RAB37
chr17:clu_14090_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HID1
chr17:clu_14091_NA	Success	0.193399521544222	2	0.824152641619716	0.933894362224524	HID1
chr17:clu_14092_NA	Success	0.785898005712767	1	0.209946380921795	0.63737694690678	HID1
chr17:clu_14093_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HID1
chr17:clu_14094_NA	Success	2.189961472709	3	0.223254232247117	0.646204905419248	HID1
chr17:clu_14095_NA	Success	7.34674868920666	4	0.00538102391195434	0.172009207169484	HID1
chr17:clu_14096_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ICT1
chr17:clu_14097_NA	Success	0.660662413378645	1	0.250354424070339	0.669602343455955	ATP5H
chr17:clu_14098_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUMO2
chr17:clu_14099_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NUP85
chr17:clu_14100_NA	Not enough valid samples	NA	NA	NA	NA	NUP85
chr17:clu_14101_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NUP85
chr17:clu_14102_NA	Success	1.05223953239822	1	0.146868353162986	0.576671374006743	NUP85
chr17:clu_14103_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_14104_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GRB2
chr17:clu_14105_NA	Not enough valid samples	NA	NA	NA	NA	GRB2
chr17:clu_14106_NA	Success	0.836851833916739	1	0.195763192189673	0.623413920682392	KIAA0195
chr17:clu_14107_NA	Success	3.00335288972781	2	0.0496204173551125	0.433985174626723	KIAA0195
chr17:clu_14108_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA0195
chr17:clu_14109_NA	Success	2.76576132037417	2	0.0629281726066131	0.457121424684066	SAP30BP
chr17:clu_14110_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SAP30BP
chr17:clu_14111_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UNK
chr17:clu_14112_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UNK
chr17:clu_14113_NA	Success	0.663415673616385	2	0.515088950602411	0.810008782685133	WBP2
chr17:clu_14114_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MRPL38
chr17:clu_14115_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBF1
chr17:clu_14116_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBF1
chr17:clu_14117_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBF1
chr17:clu_14118_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ACOX1
chr17:clu_14119_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SRP68
chr17:clu_14120_NA	Success	0.272538311733399	1	0.460336390654589	0.786701925138517	EXOC7
chr17:clu_14121_NA	Success	2.24349595284616	2	0.106086980261656	0.527919994533565	EXOC7
chr17:clu_14122_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EXOC7
chr17:clu_14123_NA	Success	0.737767512344476	2	0.478180256301141	0.793763389975842	EXOC7
chr17:clu_14124_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF157
chr17:clu_14125_NA	Success	0.109353728313238	1	0.640026541227168	0.864991969467199	RNF157
chr17:clu_14126_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF157
chr17:clu_14127_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF157
chr17:clu_14128_NA	Success	0.744041107215224	1	0.222514253651312	0.646067754495045	RNF157
chr17:clu_14129_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF157
chr17:clu_14130_NA	Not enough valid samples	NA	NA	NA	NA	QRICH2
chr17:clu_14131_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	QRICH2
chr17:clu_14132_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	QRICH2
chr17:clu_14133_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	QRICH2
chr17:clu_14134_NA	Success	1.89518205300722	1	0.051548433958086	0.438228488043159	QRICH2,PRPSAP1
chr17:clu_14135_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PRPSAP1
chr17:clu_14136_NA	Not enough valid samples	NA	NA	NA	NA	PRPSAP1
chr17:clu_14137_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UBE2O
chr17:clu_14138_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE2O
chr17:clu_14139_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UBE2O
chr17:clu_14140_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UBE2O
chr17:clu_14141_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PRCD
chr17:clu_14142_NA	Not enough valid samples	NA	NA	NA	NA	PRCD
chr17:clu_14143_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SNHG16
chr17:clu_14144_NA	Not enough valid samples	NA	NA	NA	NA	SNHG16
chr17:clu_14145_NA	Success	0.687531407623965	3	0.711390414499505	0.893220973220168	MXRA7
chr17:clu_14146_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	JMJD6
chr17:clu_14147_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SRSF2
chr17:clu_14148_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MFSD11
chr17:clu_14149_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MFSD11
chr17:clu_14150_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MFSD11
chr17:clu_14151_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MFSD11
chr17:clu_14152_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MFSD11
chr17:clu_14153_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MGAT5B
chr17:clu_14154_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MGAT5B
chr17:clu_14155_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEC14L1
chr17:clu_14156_NA	Success	0.0009592767544504	1	0.965062794222431	0.984425756687452	SEC14L1
chr17:clu_14157_NA	Success	0.142858742596445	2	0.866876512972644	0.947922207740704	SEC14L1
chr17:clu_14158_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEC14L1
chr17:clu_14159_NA	Success	1.00468584818901	2	0.366159646453554	0.738562354663597	SEC14L1
chr17:clu_14160_NA	Not enough valid samples	NA	NA	NA	NA	SEPT9
chr17:clu_14161_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEPT9
chr17:clu_14162_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LOC100507351
chr17:clu_14163_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_14164_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TNRC6C
chr17:clu_14165_NA	Success	1.8760276590574	2	0.153197451174318	0.583814150836449	TNRC6C
chr17:clu_14166_NA	Success	0.175709984911592	1	0.553310418183947	0.824286320735201	TNRC6C
chr17:clu_14167_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TNRC6C
chr17:clu_14168_NA	Success	0.570125619177588	3	0.767367220855055	0.913916498914059	TNRC6C
chr17:clu_14169_NA	Not enough valid samples	NA	NA	NA	NA	SYNGR2
chr17:clu_14170_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AFMID
chr17:clu_14171_NA	Success	0.000227459965682186	1	0.982983328433474	0.993285925763514	PGS1
chr17:clu_14172_NA	Success	0.708860893345332	2	0.492204551729069	0.798580091303664	PGS1
chr17:clu_14173_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PGS1
chr17:clu_14174_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PGS1
chr17:clu_14175_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CYTH1
chr17:clu_14176_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CYTH1
chr17:clu_14177_NA	Not enough valid samples	NA	NA	NA	NA	CYTH1
chr17:clu_14178_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr17:clu_14179_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_14180_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	USP36
chr17:clu_14181_NA	Success	1.33528530113824	1	0.102219369711155	0.522027236604099	USP36
chr17:clu_14182_NA	Success	1.20636652241046e-05	1	0.996080840385101	0.999666305030907	USP36
chr17:clu_14183_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	USP36
chr17:clu_14184_NA	Not enough valid samples	NA	NA	NA	NA	USP36
chr17:clu_14185_NA	Success	0.422158790270103	1	0.358164853095362	0.736620338695932	USP36
chr17:clu_14186_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP36
chr17:clu_14187_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TIMP2
chr17:clu_14188_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENGASE
chr17:clu_14189_NA	Success	5.94187295744015	1	0.000566259400365821	0.0417252283869558	RBFOX3
chr17:clu_14190_NA	Success	1.11210140375081	1	0.13586276737385	0.564975907643063	RBFOX3
chr17:clu_14191_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RBFOX3
chr17:clu_14192_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBFOX3
chr17:clu_14193_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RBFOX3
chr17:clu_14194_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RBFOX3
chr17:clu_14195_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr17:clu_14196_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC40
chr17:clu_14197_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC40
chr17:clu_14198_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC40
chr17:clu_14199_NA	Not enough valid samples	NA	NA	NA	NA	CCDC40
chr17:clu_14200_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SGSH
chr17:clu_14201_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SGSH
chr17:clu_14202_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC26A11
chr17:clu_14203_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC26A11
chr17:clu_14204_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LOC100294362
chr17:clu_14205_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENDOV
chr17:clu_14206_NA	Success	0.0721411695448069	1	0.704060363803881	0.890848364160534	RPTOR
chr17:clu_14207_NA	Success	0.247988962586419	2	0.780368556481004	0.917474458462842	RPTOR
chr17:clu_14208_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_14209_NA	Not enough valid samples	NA	NA	NA	NA	RPTOR
chr17:clu_14210_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BAIAP2
chr17:clu_14211_NA	Success	0.125624282114799	1	0.616197293957662	0.855313681978907	BAIAP2
chr17:clu_14212_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BAIAP2
chr17:clu_14213_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BAIAP2
chr17:clu_14214_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENTHD2
chr17:clu_14215_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C17orf89
chr17:clu_14216_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BAHCC1
chr17:clu_14217_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACTG1
chr17:clu_14218_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NPLOC4
chr17:clu_14219_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NPLOC4
chr17:clu_14220_NA	Success	0.275794536051137	1	0.45766912614439	0.785099920232658	NPLOC4
chr17:clu_14221_NA	Success	0.000372063566089764	1	0.978237450476437	0.990722318782145	NPLOC4
chr17:clu_14222_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	P4HB
chr17:clu_14223_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ALYREF
chr17:clu_14224_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ANAPC11
chr17:clu_14225_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ANAPC11
chr17:clu_14226_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SIRT7
chr17:clu_14227_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ASPSCR1
chr17:clu_14228_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ASPSCR1
chr17:clu_14229_NA	Not enough valid samples	NA	NA	NA	NA	ASPSCR1
chr17:clu_14230_NA	Success	0.249412706779481	1	0.480016680398682	0.794500261161121	GPS1
chr17:clu_14231_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GPS1
chr17:clu_14232_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DUS1L
chr17:clu_14233_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC57
chr17:clu_14234_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC57
chr17:clu_14235_NA	Success	1.6582142922781	6	0.76821089621235	0.914156017858618	CCDC57
chr17:clu_14236_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC57
chr17:clu_14237_NA	Success	8.11115581629565	9	0.0623817920017352	0.456024489000093	CCDC57
chr17:clu_14238_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC57
chr17:clu_14239_NA	Success	0.133036285716315	1	0.605978575969847	0.849704361792163	CCDC57
chr17:clu_14240_NA	Not enough valid samples	NA	NA	NA	NA	CCDC57
chr17:clu_14241_NA	Not enough valid samples	NA	NA	NA	NA	CCDC57
chr17:clu_14242_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CSNK1D
chr17:clu_14243_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CSNK1D
chr17:clu_14244_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CSNK1D
chr17:clu_14245_NA	Success	0.367606176152606	1	0.391198862013749	0.750112910879895	CSNK1D
chr17:clu_14246_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CSNK1D
chr17:clu_14247_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_14248_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_14249_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_14250_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OGFOD3
chr17:clu_14251_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OGFOD3
chr17:clu_14252_NA	Not enough valid samples	NA	NA	NA	NA	NARF
chr17:clu_14253_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NARF
